Found 1 spectool devices...
Initializing WiSPY device Wi-Spy 24x2 USB 0 id 5
Configured device 2417885478 (Wi-Spy 24x2 USB 2417885478)
    2400MHz-2495MHz @ 50.00KHz, 1901 samples
2011-07-11 00:49:48 frame: [-103,-103,-104,-101,-104,-103,-102,-103,-103,-103,-102,-104,-102,-102,-102,-103,-103,-100,-102,-102,-103,-103,-103,-102,-103,-102,-102,-103,-101,-103,-104,-104,-102,-104,-102,-103,-102,-103,-103,-102,-104,-103,-103,-103,-104,-102,-103,-103,-103,-103,-102,-103,-103,-102,-103,-102,-103,-104,-103,-103,-103,-100,-103,-102,-103,-105,-103,-101,-101,-103,-102,-103,-103,-103,-103,-103,-102,-103,-103,-101,-104,-103,-103,-104,-103,-103,-103,-104,-102,-103,-103,-102,-102,-103,-103,-102,-104,-102,-103,-102,-103,-101,-102,-102,-101,-102,-103,-102,-101,-104,-101,-103,-103,-101,-102,-103,-102,-104,-104,-102,-103,-103,-102,-104,-102,-101,-103,-101,-103,-102,-102,-103,-104,-103,-103,-102,-103,-103,-102,-103,-102,-102,-103,-101,-102,-101,-104,-102,-103,-103,-102,-102,-101,-104,-101,-103,-103,-103,-101,-103,-101,-104,-103,-103,-102,-103,-101,-102,-102,-102,-102,-103,-102,-102,-103,-102,-101,-102,-101,-103,-102,-102,-103,-100,-101,-103,-103,-102,-103,-103,-103,-102,-102,-102,-103,-102,-105,-103,-104,-103,-103,-101,-104,-103,-102,-103,-102,-102,-102,-103,-103,-102,-101,-100,-103,-103,-103,-103,-104,-101,-103,-101,-104,-102,-102,-102,-101,-102,-102,-104,-103,-103,-103,-103,-102,-103,-102,-104,-103,-102,-103,-102,-104,-101,-103,-104,-102,-103,-104,-101,-102,-103,-103,-102,-102,-103,-104,-103,-102,-103,-104,-102,-103,-102,-104,-103,-104,-105,-103,-102,-103,-104,-103,-104,-102,-103,-102,-104,-103,-104,-102,-103,-103,-104,-103,-104,-104,-102,-102,-103,-103,-103,-103,-102,-102,-103,-103,-103,-104,-103,-103,-103,-103,-104,-104,-103,-104,-103,-104,-101,-105,-101,-103,-104,-104,-103,-103,-103,-104,-103,-104,-103,-103,-103,-102,-103,-103,-103,-103,-103,-103,-102,-104,-104,-103,-103,-102,-105,-103,-103,-103,-101,-103,-104,-103,-103,-102,-103,-104,-104,-104,-102,-103,-103,-104,-102,-103,-103,-103,-102,-104,-103,-103,-103,-102,-102,-102,-103,-102,-104,-102,-103,-103,-103,-103,-104,-101,-102,-102,-103,-103,-103,-101,-103,-103,-105,-104,-103,-104,-104,-103,-104,-103,-102,-104,-102,-104,-103,-104,-103,-104,-103,-103,-104,-103,-102,-102,-104,-103,-103,-102,-103,-103,-103,-104,-104,-103,-103,-104,-105,-103,-103,-104,-103,-103,-103,-104,-102,-105,-103,-103,-103,-102,-104,-104,-103,-103,-103,-102,-103,-104,-103,-104,-103,-103,-104,-104,-104,-104,-105,-102,-103,-90,-90,-104,-104,-102,-104,-103,-104,-102,-104,-102,-102,-103,-102,-104,-103,-103,-103,-103,-102,-101,-102,-103,-102,-104,-103,-103,-103,-102,-103,-105,-103,-103,-103,-104,-102,-102,-103,-102,-102,-104,-102,-102,-101,-103,-103,-101,-88,-91,-102,-104,-104,-102,-102,-103,-103,-103,-102,-103,-102,-102,-103,-104,-103,-102,-105,-104,-103,-103,-104,-104,-103,-104,-102,-103,-103,-103,-103,-104,-103,-103,-103,-102,-104,-104,-102,-104,-103,-103,-102,-103,-103,-103,-103,-104,-95,-92,-103,-102,-104,-103,-104,-104,-104,-103,-104,-102,-103,-101,-103,-103,-103,-103,-103,-103,-105,-103,-102,-104,-104,-102,-104,-103,-103,-104,-102,-102,-102,-102,-104,-104,-102,-104,-104,-104,-103,-102,-104,-103,-102,-103,-104,-102,-103,-103,-88,-103,-103,-103,-103,-103,-103,-102,-102,-103,-104,-104,-103,-103,-102,-104,-104,-104,-104,-103,-104,-103,-104,-104,-103,-103,-103,-103,-104,-104,-103,-104,-103,-103,-102,-102,-101,-102,-105,-102,-103,-102,-104,-103,-103,-103,-98,-94,-104,-102,-102,-102,-104,-103,-104,-102,-103,-103,-103,-104,-103,-105,-103,-101,-102,-103,-102,-102,-102,-103,-104,-102,-103,-103,-102,-104,-102,-100,-104,-103,-103,-103,-103,-103,-103,-103,-103,-103,-102,-103,-103,-103,-104,-102,-103,-102,-104,-103,-103,-103,-103,-102,-102,-103,-103,-102,-102,-103,-103,-103,-102,-103,-103,-103,-100,-103,-103,-104,-104,-103,-102,-102,-103,-103,-103,-103,-103,-103,-102,-103,-105,-103,-104,-105,-103,-103,-103,-103,-103,-104,-104,-103,-103,-103,-104,-102,-104,-103,-103,-104,-104,-103,-105,-105,-105,-104,-102,-104,-103,-104,-104,-103,-102,-102,-104,-103,-103,-103,-103,-105,-104,-103,-102,-103,-103,-103,-104,-103,-104,-103,-103,-104,-103,-103,-104,-103,-102,-103,-103,-103,-104,-104,-103,-102,-104,-103,-103,-102,-103,-103,-104,-103,-102,-104,-103,-101,-104,-103,-104,-102,-103,-102,-103,-103,-103,-104,-101,-104,-103,-103,-103,-103,-104,-102,-104,-101,-104,-104,-102,-103,-103,-103,-102,-103,-104,-104,-103,-101,-102,-103,-102,-103,-105,-104,-103,-102,-103,-103,-102,-103,-103,-102,-105,-102,-104,-103,-105,-104,-103,-103,-102,-103,-102,-104,-103,-104,-103,-101,-103,-103,-103,-102,-103,-103,-103,-103,-102,-103,-102,-102,-102,-103,-103,-102,-102,-103,-103,-104,-105,-103,-103,-103,-104,-102,-104,-102,-102,-102,-104,-104,-103,-104,-103,-103,-104,-105,-103,-104,-104,-103,-104,-103,-102,-102,-103,-102,-102,-102,-103,-103,-103,-104,-104,-103,-103,-102,-103,-104,-104,-102,-103,-103,-104,-103,-102,-104,-102,-104,-102,-102,-104,-104,-103,-103,-103,-103,-102,-103,-102,-104,-101,-102,-103,-103,-103,-104,-103,-102,-104,-103,-104,-102,-104,-102,-102,-102,-103,-103,-103,-104,-102,-103,-104,-104,-102,-101,-104,-102,-103,-102,-103,-103,-104,-104,-103,-104,-104,-103,-104,-104,-103,-103,-103,-103,-103,-104,-103,-102,-105,-105,-104,-104,-102,-103,-103,-103,-101,-104,-103,-103,-103,-104,-103,-104,-104,-102,-103,-103,-103,-102,-103,-103,-103,-102,-103,-103,-103,-103,-103,-104,-104,-104,-103,-102,-103,-102,-104,-102,-103,-103,-102,-102,-103,-103,-104,-104,-104,-103,-102,-104,-103,-102,-102,-104,-102,-103,-103,-102,-102,-103,-103,-103,-103,-104,-103,-104,-103,-103,-104,-103,-103,-103,-103,-103,-104,-102,-103,-103,-104,-103,-102,-103,-102,-103,-104,-102,-103,-105,-105,-104,-104,-103,-102,-104,-103,-104,-104,-102,-102,-103,-103,-102,-104,-103,-103,-104,-103,-106,-102,-103,-103,-104,-103,-103,-105,-102,-104,-101,-104,-102,-103,-104,-103,-102,-103,-103,-102,-103,-103,-103,-102,-103,-103,-103,-103,-103,-101,-104,-104,-103,-103,-104,-103,-103,-102,-104,-104,-104,-102,-103,-105,-103,-103,-103,-103,-101,-104,-102,-103,-104,-104,-101,-104,-104,-104,-104,-104,-103,-103,-103,-103,-103,-102,-102,-103,-103,-102,-102,-102,-104,-101,-104,-103,-103,-102,-104,-104,-102,-102,-104,-103,-103,-104,-103,-104,-103,-103,-103,-102,-103,-102,-103,-103,-102,-103,-102,-102,-103,-103,-103,-104,-103,-103,-103,-104,-103,-103,-104,-103,-104,-103,-102,-102,-105,-103,-102,-104,-103,-104,-103,-103,-103,-103,-103,-103,-103,-104,-103,-105,-103,-102,-101,-103,-104,-104,-104,-104,-103,-103,-102,-102,-103,-101,-103,-104,-103,-103,-103,-103,-103,-104,-104,-103,-102,-104,-101,-104,-102,-103,-102,-103,-103,-102,-104,-103,-103,-104,-104,-104,-103,-101,-103,-104,-103,-101,-104,-103,-103,-104,-103,-102,-104,-103,-103,-103,-103,-104,-104,-101,-104,-103,-103,-102,-103,-104,-104,-103,-104,-103,-103,-104,-103,-103,-103,-103,-103,-103,-104,-103,-102,-103,-103,-103,-105,-105,-104,-104,-103,-103,-104,-103,-102,-103,-102,-103,-103,-104,-104,-105,-104,-103,-104,-102,-104,-102,-102,-103,-104,-103,-102,-103,-104,-103,-104,-104,-103,-103,-103,-103,-102,-104,-104,-104,-105,-103,-104,-102,-103,-104,-102,-105,-104,-102,-102,-104,-104,-103,-103,-102,-104,-103,-104,-103,-104,-103,-103,-103,-103,-104,-103,-105,-103,-103,-103,-103,-103,-103,-102,-102,-103,-104,-103,-102,-103,-104,-104,-104,-103,-104,-103,-102,-103,-103,-102,-104,-102,-102,-104,-103,-103,-104,-104,-101,-102,-104,-103,-103,-101,-104,-103,-103,-104,-104,-105,-103,-103,-105,-103,-103,-104,-102,-102,-103,-102,-103,-104,-104,-102,-105,-102,-102,-103,-102,-102,-104,-103,-103,-103,-101,-105,-103,-103,-102,-103,-103,-104,-103,-101,-102,-104,-102,-103,-103,-102,-104,-102,-103,-104,-103,-104,-104,-103,-104,-104,-102,-102,-103,-103,-103,-104,-103,-103,-103,-102,-103,-103,-103,-102,-103,-103,-103,-104,-102,-103,-104,-103,-102,-103,-104,-102,-103,-103,-104,-103,-102,-101,-103,-103,-103,-104,-103,-104,-103,-103,-104,-103,-103,-104,-103,-103,-104,-102,-103,-103,-104,-104,-104,-103,-103,-104,-103,-103,-103,-104,-103,-103,-104,-103,-103,-102,-103,-102,-102,-104,-102,-104,-104,-103,-104,-104,-103,-102,-103,-104,-103,-103,-104,-102,-103,-103,-104,-103,-103,-102,-104,-103,-104,-104,-104,-103,-103,-102,-101,-102,-103,-104,-104,-102,-104,-102,-102,-104,-101,-104,-104,-104,-103,-103,-104,-104,-104,-103,-102,-103,-104,-104,-103,-102,-104,-103,-104,-102,-103,-104,-103,-103,-103,-103,-103,-102,-104,-104,-102,-104,-104,-103,-101,-103,-103,-104,-104,-102,-104,-103,-103,-103,-104,-104,-99,-103,-104,-103,-101,-104,-104,-102,-103,-103,-103,-102,-103,-104,-103,-102,-103,-104,-104,-104,-105,-103,-102,-102,-103,-103,-102,-103,-103,-102,-104,-103,-103,-103,-102,-103,-104,-104,-104,-103,-103,-103,-102,-104,-103,-103,-103,-103,-102,-103,-102,-104,-103,-103,-103,-102,-103,-104,-103,-103,-103,-102,-103,-103,-104,-103,-102,-104,-104,-103,-102,-103,-102,-103,-103,-102,-105,-102,-103,-103,-104,-103,-103,-104,-102,-103,-103,-104,-104,-104,-103,-103,-104,-103,-103,-103,-105,-103,-104,-103,-102,-104,-102,-104,-104,-104,-103,-104,-104,-102,-103,-104,-103,-103,-104,-103,-102,-103,-105,-104,-103,-104,-102,-104,-104,-104,-102,-102,-104,-104,-104,-102,-103,-104,-102,-103,-103,-100,-104,-103,-102,-104,-103,-103,-103,-104,-103,-103,-102,-103,-102,-103,-103,-103,-104,-103,-102,-102,-103,-103,-103,-103,-103,-103,-101,-103,-102,-104,-103,-105,-105,-101,-103,-101,-105,-104,-104,-103,-103,-103,-102,-102,-103,-103,-101,-104,-102,-104,-103,-103,-104,-103,-103,-103,-103,-101,-103,-104,-103,-103,-103,-103,-103,-101,-103,-103,-102,-104,-104,-103,-103,-101,-105,-102,-104,-102,-103,-103,-103,-104,-103,-102,-104,-103,-103,-102,-103,-104,-103,-103,-103,-103,-103,-102,-103,-104,-104,-103,-105,-102,-103,-104,-103,-104,-103,-103,-103,-104,-103,-104,-104,-103,-103,-102,-102,-102,-102,-101,-103,-103,-104,-103,-103,-104,-103,-104,] :1901 
2011-07-11 00:49:52 frame: [-102,-101,-103,-104,-103,-103,-101,-102,-103,-103,-102,-102,-102,-102,-102,-103,-103,-103,-101,-103,-102,-102,-104,-102,-103,-104,-102,-103,-100,-103,-102,-102,-103,-102,-103,-103,-101,-102,-101,-103,-102,-105,-103,-103,-103,-104,-103,-103,-101,-103,-102,-102,-102,-103,-103,-103,-103,-102,-102,-102,-102,-103,-103,-103,-104,-103,-104,-102,-103,-104,-103,-104,-104,-103,-103,-103,-104,-103,-102,-104,-104,-104,-103,-102,-101,-102,-103,-103,-103,-101,-103,-101,-103,-102,-101,-102,-104,-103,-102,-103,-105,-103,-102,-102,-104,-103,-103,-104,-102,-103,-105,-102,-103,-103,-104,-104,-103,-102,-101,-104,-103,-104,-100,-104,-102,-102,-104,-104,-103,-103,-102,-103,-104,-103,-103,-102,-102,-104,-103,-103,-102,-103,-104,-104,-102,-105,-104,-104,-102,-103,-104,-102,-102,-103,-103,-104,-103,-104,-103,-104,-103,-103,-103,-102,-103,-104,-102,-104,-103,-103,-103,-101,-102,-103,-103,-104,-103,-103,-102,-103,-103,-103,-102,-103,-102,-104,-104,-104,-101,-103,-103,-104,-103,-102,-104,-103,-102,-103,-102,-104,-103,-104,-102,-101,-103,-102,-103,-104,-103,-103,-103,-104,-104,-104,-103,-104,-104,-104,-104,-104,-101,-104,-104,-105,-103,-103,-103,-104,-103,-103,-102,-103,-101,-102,-103,-103,-102,-104,-103,-103,-103,-104,-103,-103,-103,-103,-103,-103,-103,-103,-104,-104,-103,-104,-103,-102,-105,-104,-104,-104,-101,-104,-103,-105,-103,-103,-103,-103,-102,-103,-103,-103,-104,-104,-102,-102,-102,-102,-104,-104,-103,-104,-103,-104,-103,-103,-104,-103,-103,-103,-104,-104,-103,-104,-103,-104,-102,-103,-102,-103,-102,-104,-103,-103,-103,-104,-104,-102,-103,-102,-103,-103,-102,-101,-104,-104,-103,-104,-103,-103,-102,-103,-104,-101,-100,-103,-103,-104,-103,-104,-104,-101,-103,-104,-103,-104,-103,-102,-104,-103,-102,-104,-103,-103,-104,-102,-104,-104,-103,-102,-104,-102,-104,-104,-104,-103,-103,-102,-103,-103,-103,-103,-103,-104,-104,-103,-104,-103,-101,-104,-104,-103,-103,-104,-103,-103,-103,-102,-103,-103,-103,-102,-103,-103,-103,-104,-104,-103,-103,-104,-102,-103,-104,-103,-102,-103,-103,-103,-104,-103,-103,-104,-104,-104,-104,-104,-103,-104,-103,-104,-103,-102,-103,-102,-103,-103,-105,-101,-104,-96,-102,-103,-103,-102,-102,-104,-103,-104,-102,-103,-103,-102,-104,-104,-102,-103,-103,-104,-104,-103,-104,-101,-102,-104,-104,-103,-103,-103,-103,-102,-104,-103,-103,-103,-103,-104,-104,-101,-103,-104,-102,-103,-103,-104,-103,-104,-103,-88,-86,-102,-103,-102,-103,-103,-104,-103,-103,-103,-103,-103,-105,-105,-103,-103,-103,-103,-102,-104,-102,-104,-103,-104,-103,-101,-103,-103,-104,-103,-102,-103,-103,-103,-103,-102,-103,-103,-103,-104,-103,-102,-103,-103,-104,-103,-82,-81,-101,-103,-102,-102,-103,-104,-102,-105,-103,-104,-103,-102,-104,-104,-102,-104,-103,-103,-103,-102,-103,-102,-103,-103,-102,-103,-103,-104,-104,-104,-102,-103,-103,-103,-103,-103,-104,-103,-102,-102,-103,-103,-103,-104,-102,-103,-80,-80,-101,-104,-104,-103,-102,-101,-104,-104,-104,-104,-103,-103,-104,-103,-102,-103,-103,-102,-103,-103,-103,-103,-102,-103,-103,-102,-102,-102,-103,-103,-103,-102,-103,-103,-103,-102,-102,-104,-104,-103,-102,-100,-102,-104,-104,-103,-85,-84,-102,-103,-104,-102,-103,-104,-104,-103,-103,-104,-104,-102,-103,-103,-104,-103,-103,-102,-102,-104,-100,-103,-103,-101,-101,-103,-104,-103,-103,-103,-103,-103,-103,-104,-103,-104,-103,-103,-102,-102,-104,-104,-103,-103,-102,-103,-102,-97,-104,-103,-103,-103,-103,-104,-104,-104,-100,-105,-103,-103,-103,-102,-103,-102,-103,-103,-103,-104,-103,-103,-103,-103,-104,-103,-104,-104,-103,-102,-103,-102,-102,-104,-103,-103,-102,-104,-104,-104,-103,-103,-103,-103,-103,-104,-103,-104,-68,-101,-103,-104,-104,-104,-103,-103,-104,-103,-102,-102,-103,-104,-103,-102,-102,-103,-101,-103,-104,-103,-103,-104,-104,-104,-104,-103,-104,-103,-105,-104,-102,-103,-104,-102,-101,-104,-104,-103,-103,-103,-103,-102,-81,-102,-103,-103,-104,-104,-105,-104,-104,-103,-102,-101,-104,-103,-103,-101,-104,-104,-102,-103,-104,-104,-103,-104,-104,-103,-103,-103,-103,-104,-104,-102,-104,-102,-103,-104,-103,-103,-102,-104,-102,-104,-104,-103,-103,-103,-104,-104,-104,-103,-102,-104,-102,-103,-104,-103,-103,-103,-103,-103,-104,-104,-103,-104,-103,-103,-101,-102,-102,-103,-104,-102,-103,-104,-103,-104,-104,-103,-104,-103,-105,-104,-104,-102,-102,-102,-102,-103,-104,-103,-103,-102,-102,-103,-103,-103,-102,-103,-103,-104,-103,-104,-105,-103,-104,-104,-103,-105,-103,-103,-103,-103,-104,-103,-103,-104,-104,-103,-103,-103,-103,-103,-103,-103,-105,-102,-104,-104,-102,-103,-101,-104,-102,-103,-102,-103,-102,-102,-103,-103,-104,-102,-103,-104,-103,-103,-103,-102,-103,-103,-103,-102,-104,-103,-103,-103,-103,-103,-103,-104,-103,-101,-103,-104,-103,-103,-104,-103,-104,-103,-103,-104,-103,-103,-103,-103,-103,-104,-104,-103,-104,-105,-103,-105,-102,-104,-103,-102,-102,-103,-103,-103,-103,-101,-103,-102,-103,-103,-104,-103,-101,-103,-103,-104,-103,-103,-104,-103,-102,-103,-104,-102,-104,-102,-102,-104,-103,-103,-104,-102,-103,-104,-102,-101,-103,-102,-102,-102,-104,-104,-104,-103,-103,-102,-104,-102,-104,-104,-103,-101,-103,-103,-103,-102,-104,-104,-102,-104,-103,-104,-103,-102,-103,-104,-104,-103,-102,-103,-104,-103,-102,-104,-105,-103,-104,-103,-103,-103,-104,-103,-103,-103,-102,-103,-104,-102,-104,-102,-102,-104,-103,-103,-104,-104,-102,-104,-103,-103,-103,-103,-103,-103,-105,-103,-103,-101,-104,-101,-104,-103,-104,-103,-105,-104,-103,-102,-103,-104,-104,-103,-102,-103,-102,-104,-104,-101,-102,-104,-102,-103,-103,-102,-103,-103,-103,-102,-103,-103,-104,-104,-104,-102,-104,-102,-103,-103,-104,-101,-103,-103,-103,-102,-104,-103,-103,-102,-102,-104,-103,-103,-104,-104,-103,-103,-104,-104,-102,-103,-104,-103,-103,-104,-102,-103,-104,-103,-103,-105,-103,-102,-104,-104,-104,-104,-103,-103,-103,-103,-104,-103,-102,-103,-103,-103,-103,-103,-105,-103,-103,-102,-104,-103,-102,-103,-102,-104,-103,-103,-102,-103,-103,-104,-104,-102,-102,-103,-104,-102,-104,-102,-104,-104,-104,-101,-103,-103,-103,-104,-103,-102,-102,-104,-103,-102,-103,-103,-103,-103,-103,-103,-102,-101,-101,-104,-105,-103,-105,-104,-103,-104,-104,-104,-102,-102,-103,-103,-104,-104,-103,-103,-102,-103,-103,-102,-103,-102,-103,-102,-103,-100,-103,-104,-103,-104,-104,-103,-105,-103,-103,-103,-104,-104,-103,-103,-103,-102,-104,-103,-102,-104,-103,-103,-104,-105,-104,-103,-104,-103,-104,-103,-103,-103,-102,-103,-104,-102,-102,-104,-104,-103,-104,-104,-103,-103,-103,-103,-104,-103,-104,-104,-103,-105,-103,-103,-102,-102,-103,-103,-102,-103,-103,-103,-104,-104,-102,-103,-103,-103,-102,-104,-104,-103,-104,-103,-102,-104,-103,-104,-103,-102,-104,-102,-104,-103,-102,-102,-103,-103,-104,-104,-103,-104,-104,-103,-104,-103,-104,-104,-104,-103,-104,-102,-102,-103,-102,-105,-103,-103,-103,-103,-102,-103,-102,-103,-103,-102,-103,-104,-103,-103,-104,-104,-102,-104,-103,-103,-105,-103,-104,-102,-104,-103,-102,-103,-102,-104,-104,-103,-104,-102,-103,-104,-103,-104,-103,-103,-105,-103,-103,-103,-103,-103,-104,-103,-103,-105,-103,-102,-103,-102,-105,-103,-104,-104,-103,-101,-104,-102,-103,-104,-103,-103,-103,-103,-104,-102,-102,-102,-105,-103,-103,-102,-103,-104,-104,-103,-103,-103,-103,-103,-102,-104,-103,-103,-104,-103,-103,-104,-103,-102,-104,-103,-103,-104,-101,-102,-103,-104,-103,-102,-103,-103,-103,-104,-103,-103,-104,-103,-104,-104,-103,-104,-102,-104,-102,-102,-103,-103,-103,-103,-104,-104,-104,-103,-102,-103,-104,-104,-101,-104,-103,-101,-102,-103,-101,-103,-104,-103,-103,-103,-102,-103,-104,-103,-102,-103,-104,-102,-103,-102,-102,-103,-104,-104,-104,-103,-103,-102,-101,-104,-104,-103,-104,-102,-103,-103,-103,-105,-102,-104,-102,-104,-103,-104,-104,-102,-104,-104,-104,-102,-103,-103,-103,-102,-104,-103,-103,-102,-103,-104,-103,-103,-104,-102,-104,-103,-103,-103,-104,-104,-104,-103,-103,-104,-104,-105,-102,-102,-105,-104,-104,-104,-103,-104,-103,-103,-104,-102,-103,-103,-103,-103,-103,-103,-103,-103,-102,-103,-102,-103,-102,-104,-103,-102,-103,-102,-104,-103,-103,-103,-102,-103,-103,-103,-103,-104,-102,-103,-103,-104,-103,-103,-103,-103,-105,-104,-104,-103,-103,-102,-102,-102,-104,-102,-101,-104,-101,-102,-103,-102,-104,-104,-104,-103,-102,-104,-103,-103,-103,-103,-103,-104,-102,-104,-103,-102,-104,-103,-105,-104,-104,-103,-103,-104,-104,-104,-104,-103,-103,-103,-104,-103,-104,-104,-104,-103,-104,-102,-102,-103,-103,-103,-103,-104,-103,-104,-103,-103,-102,-104,-103,-104,-101,-103,-103,-103,-104,-104,-104,-105,-104,-104,-103,-102,-102,-102,-102,-104,-103,-103,-103,-103,-104,-103,-103,-103,-104,-102,-103,-103,-103,-103,-103,-103,-102,-103,-103,-103,-103,-104,-103,-103,-102,-102,-102,-103,-103,-103,-103,-104,-102,-103,-104,-103,-100,-103,-103,-104,-104,-103,-105,-103,-103,-104,-102,-103,-104,-103,-103,-103,-105,-103,-103,-103,-103,-104,-103,-103,-103,-103,-102,-104,-103,-104,-104,-103,-102,-104,-104,-103,-103,-102,-103,-102,-104,-104,-103,-104,-103,-103,-104,-104,-104,-104,-104,-105,-101,-105,-104,-103,-103,-103,-102,-102,-102,-103,-105,-103,-103,-103,-104,-104,-102,-102,-102,-101,-101,-103,-104,-102,-102,-104,-102,-104,-103,-103,-103,-103,-104,-102,-103,-103,-104,-102,-104,-101,-102,-103,-102,-104,-103,-102,-102,-103,-104,-103,-101,-104,-103,-105,-104,-102,-103,-103,-103,-102,-104,-103,-100,-100,-103,-104,-101,-103,-105,-103,-104,-103,-103,-103,-102,-104,-102,-103,-103,-103,-101,-103,-103,-103,-103,-104,-103,-102,-104,-103,-100,-102,-102,-104,-104,-105,-103,-102,-103,-103,-103,-104,-103,-104,-103,-103,-103,-103,-104,-103,-104,-102,-103,-103,-103,-103,-104,-102,-103,-103,-102,-104,-104,-102,-104,-105,-104,-103,-103,-102,-104,-103,-102,-103,-102,-103,-103,-104,-104,-102,-103,-103,-103,-104,-102,-104,-103,-103,-104,-102,-102,-102,-103,] :1901 
