Found 1 spectool devices...
Initializing WiSPY device Wi-Spy 24x2 USB 0 id 5
Configured device 2417885478 (Wi-Spy 24x2 USB 2417885478)
    2400MHz-2495MHz @ 500.00KHz, 191 samples
2011-07-11 01:03:09 frame: [-113,-95,-95,-95,-94,-94,-93,-94,-95,-94,-93,-94,-95,-95,-94,-95,-94,-95,-94,-94,-94,-95,-94,-94,-94,-95,-96,-95,-94,-95,-95,-95,-94,-94,-94,-95,-95,-95,-96,-94,-94,-94,-95,-95,-95,-94,-95,-95,-95,-95,-95,-94,-95,-95,-95,-95,-95,-94,-94,-95,-95,-94,-94,-94,-94,-95,-95,-95,-94,-94,-94,-94,-94,-94,-94,-94,-95,-95,-94,-95,-95,-94,-94,-95,-95,-95,-95,-95,-95,-94,-94,-94,-95,-95,-94,-94,-94,-95,-94,-95,-95,-95,-94,-96,-94,-95,-95,-94,-95,-93,-95,-95,-95,-94,-94,-95,-93,-95,-95,-94,-94,-94,-94,-94,-95,-95,-95,-96,-92,-94,-95,-95,-95,-94,-94,-94,-95,-94,-94,-95,-95,-95,-95,-95,-95,-93,-95,-95,-94,-96,-95,-95,-94,-94,-95,-95,-94,-94,-94,-94,-95,-95,-95,-95,-94,-94,-94,-95,-95,-95,-95,-94,-95,-95,-95,-93,-94,-94,-94,-94,-94,-94,-95,-94,-95,-95,-96,-95,-94,-94,-95,] :191 
2011-07-11 01:03:09 frame: [-114,-94,-94,-95,-93,-93,-94,-92,-93,-92,-94,-94,-94,-95,-94,-94,-93,-94,-94,-95,-94,-94,-94,-93,-93,-95,-93,-94,-94,-95,-94,-95,-94,-95,-95,-95,-95,-94,-94,-95,-94,-95,-95,-94,-94,-96,-95,-95,-95,-94,-95,-95,-95,-96,-96,-93,-95,-94,-94,-94,-94,-95,-93,-68,-67,-93,-95,-94,-95,-96,-94,-95,-94,-94,-94,-95,-93,-95,-96,-94,-96,-95,-95,-95,-95,-94,-93,-94,-95,-95,-94,-95,-95,-95,-93,-94,-94,-96,-94,-94,-95,-96,-95,-95,-94,-93,-93,-93,-95,-94,-94,-94,-95,-96,-95,-94,-95,-94,-95,-94,-94,-94,-95,-95,-95,-95,-95,-95,-95,-95,-95,-93,-95,-93,-95,-95,-94,-95,-94,-94,-94,-95,-95,-95,-95,-95,-96,-95,-95,-96,-95,-96,-94,-94,-96,-96,-95,-95,-95,-94,-95,-96,-93,-94,-95,-94,-94,-95,-95,-95,-95,-95,-94,-95,-95,-95,-94,-94,-95,-93,-95,-94,-96,-94,-94,-93,-96,-94,-94,-95,-95,] :191 
2011-07-11 01:03:10 frame: [-114,-93,-93,-94,-95,-94,-94,-95,-92,-95,-93,-94,-94,-95,-95,-94,-93,-95,-94,-95,-92,-95,-94,-94,-94,-95,-95,-95,-94,-95,-94,-95,-95,-95,-93,-95,-94,-94,-95,-94,-94,-95,-95,-94,-95,-95,-94,-94,-93,-94,-95,-94,-93,-94,-93,-95,-95,-94,-95,-95,-94,-94,-95,-94,-95,-95,-95,-95,-95,-95,-95,-95,-94,-94,-94,-95,-96,-96,-94,-94,-95,-95,-94,-95,-94,-94,-94,-94,-96,-94,-94,-95,-95,-95,-95,-95,-95,-96,-93,-94,-94,-95,-95,-94,-96,-94,-95,-94,-95,-95,-95,-93,-95,-94,-94,-94,-95,-95,-96,-94,-94,-95,-95,-94,-95,-94,-95,-94,-95,-95,-95,-95,-95,-94,-95,-95,-94,-95,-95,-95,-95,-92,-95,-96,-95,-95,-94,-95,-94,-94,-95,-95,-94,-95,-95,-94,-95,-95,-94,-93,-94,-95,-95,-94,-96,-95,-95,-95,-95,-96,-95,-95,-95,-96,-95,-94,-94,-94,-95,-95,-95,-96,-95,-94,-95,-94,-93,-95,-93,-95,-95,] :191 
2011-07-11 01:03:10 frame: [-114,-94,-95,-95,-95,-94,-93,-93,-94,-95,-94,-94,-94,-96,-93,-95,-94,-94,-94,-94,-95,-94,-95,-96,-95,-96,-94,-94,-94,-94,-94,-94,-94,-96,-95,-94,-94,-93,-94,-95,-94,-95,-95,-94,-95,-96,-94,-94,-94,-95,-94,-94,-95,-95,-95,-93,-95,-95,-95,-94,-96,-94,-93,-96,-95,-95,-95,-95,-87,-90,-93,-96,-94,-95,-94,-96,-94,-94,-95,-94,-94,-95,-95,-94,-95,-94,-93,-95,-95,-95,-94,-95,-95,-95,-93,-95,-95,-94,-94,-95,-95,-95,-95,-94,-93,-95,-95,-95,-95,-94,-93,-94,-95,-95,-95,-94,-95,-95,-94,-94,-93,-93,-94,-95,-95,-94,-95,-95,-96,-94,-95,-95,-95,-94,-95,-93,-95,-95,-95,-95,-95,-94,-94,-95,-95,-95,-94,-94,-92,-95,-95,-95,-95,-95,-94,-95,-94,-94,-95,-95,-93,-94,-95,-95,-94,-94,-95,-94,-94,-94,-95,-95,-94,-93,-95,-95,-95,-95,-94,-94,-94,-93,-95,-94,-94,-95,-95,-95,-93,-95,-95,] :191 
2011-07-11 01:03:10 frame: [-114,-94,-95,-94,-95,-95,-95,-95,-96,-94,-92,-94,-94,-95,-95,-94,-95,-94,-95,-95,-93,-93,-94,-94,-94,-95,-94,-95,-95,-94,-94,-95,-94,-95,-95,-95,-93,-94,-94,-95,-94,-95,-94,-94,-74,-93,-95,-95,-95,-95,-95,-95,-93,-95,-95,-95,-94,-95,-95,-93,-95,-95,-95,-95,-94,-94,-95,-95,-95,-94,-95,-95,-95,-95,-95,-94,-94,-95,-96,-96,-95,-95,-93,-94,-95,-95,-95,-95,-95,-95,-94,-94,-95,-94,-95,-95,-95,-95,-94,-95,-95,-94,-95,-94,-94,-94,-95,-95,-95,-96,-96,-94,-94,-94,-94,-94,-95,-94,-93,-94,-94,-94,-96,-95,-93,-96,-96,-94,-95,-94,-93,-95,-95,-94,-96,-94,-95,-95,-94,-95,-93,-93,-96,-95,-94,-95,-95,-95,-95,-94,-95,-95,-95,-95,-94,-94,-95,-94,-95,-95,-95,-95,-95,-96,-95,-94,-95,-93,-95,-95,-93,-94,-94,-94,-93,-95,-95,-95,-95,-95,-94,-95,-95,-95,-95,-95,-95,-95,-94,-94,-94,] :191 
2011-07-11 01:03:11 frame: [-114,-93,-94,-95,-94,-94,-95,-93,-95,-94,-92,-94,-94,-94,-94,-94,-93,-95,-95,-93,-95,-95,-94,-94,-94,-94,-95,-95,-95,-95,-94,-95,-95,-95,-95,-93,-94,-95,-95,-95,-94,-95,-96,-95,-94,-95,-95,-95,-94,-95,-93,-94,-95,-94,-94,-93,-95,-94,-93,-93,-95,-95,-95,-95,-93,-95,-95,-95,-94,-95,-95,-95,-94,-93,-94,-95,-95,-95,-95,-94,-95,-94,-95,-95,-95,-95,-94,-94,-94,-94,-96,-95,-94,-94,-94,-95,-94,-95,-95,-95,-94,-94,-95,-94,-95,-94,-95,-96,-95,-95,-95,-94,-94,-95,-95,-95,-94,-93,-94,-95,-94,-94,-95,-94,-95,-95,-95,-95,-94,-95,-94,-95,-95,-93,-93,-95,-94,-95,-94,-94,-95,-94,-95,-94,-95,-95,-95,-95,-95,-96,-94,-94,-95,-94,-95,-95,-95,-94,-94,-96,-95,-95,-94,-95,-93,-94,-94,-94,-95,-95,-93,-95,-95,-95,-95,-94,-93,-94,-94,-95,-96,-95,-94,-94,-94,-94,-93,-95,-96,-95,-95,] :191 
2011-07-11 01:03:11 frame: [-114,-94,-94,-94,-95,-95,-94,-93,-94,-94,-95,-93,-92,-94,-95,-94,-94,-95,-94,-94,-94,-95,-95,-95,-95,-95,-95,-94,-95,-95,-95,-92,-94,-95,-95,-95,-95,-95,-94,-95,-95,-95,-94,-94,-95,-95,-95,-94,-94,-66,-64,-92,-95,-95,-95,-95,-94,-95,-94,-95,-94,-94,-95,-94,-95,-94,-94,-94,-95,-94,-94,-94,-94,-93,-94,-95,-95,-96,-94,-94,-94,-95,-95,-95,-95,-95,-95,-94,-95,-95,-95,-94,-95,-94,-94,-94,-94,-94,-94,-94,-95,-95,-93,-95,-95,-95,-94,-94,-94,-93,-94,-94,-94,-94,-93,-95,-94,-95,-95,-95,-94,-95,-95,-95,-94,-95,-94,-94,-95,-95,-93,-94,-93,-95,-94,-94,-93,-95,-94,-95,-95,-95,-95,-94,-94,-95,-94,-96,-95,-94,-95,-94,-94,-95,-95,-95,-94,-96,-95,-95,-96,-96,-95,-94,-95,-95,-95,-95,-94,-95,-94,-95,-95,-95,-95,-95,-94,-95,-94,-92,-94,-95,-94,-95,-94,-94,-93,-94,-95,-94,-95,] :191 
2011-07-11 01:03:11 frame: [-114,-95,-94,-94,-95,-95,-95,-94,-95,-94,-94,-95,-96,-95,-95,-95,-94,-94,-94,-94,-94,-94,-94,-94,-94,-95,-95,-95,-93,-94,-95,-94,-93,-94,-94,-95,-95,-95,-94,-93,-94,-95,-94,-93,-94,-95,-95,-95,-95,-94,-95,-94,-95,-95,-93,-95,-94,-95,-95,-96,-95,-94,-96,-95,-95,-94,-95,-95,-95,-94,-94,-95,-95,-95,-93,-94,-94,-95,-94,-95,-94,-95,-95,-95,-94,-95,-95,-93,-94,-95,-95,-95,-95,-94,-93,-94,-94,-94,-95,-95,-95,-95,-95,-95,-95,-95,-96,-95,-95,-95,-93,-94,-93,-95,-94,-94,-94,-95,-94,-95,-95,-95,-93,-95,-94,-95,-94,-94,-94,-96,-94,-94,-96,-95,-94,-93,-95,-95,-95,-95,-95,-94,-94,-94,-94,-94,-95,-95,-95,-94,-96,-94,-95,-95,-95,-96,-95,-95,-95,-94,-94,-95,-95,-95,-94,-91,-95,-95,-94,-94,-93,-96,-94,-95,-94,-95,-94,-94,-94,-93,-94,-95,-95,-94,-94,-94,-95,-95,-94,-95,-93,] :191 
2011-07-11 01:03:12 frame: [-114,-95,-95,-95,-94,-93,-93,-94,-93,-94,-94,-95,-94,-94,-95,-93,-95,-95,-93,-94,-95,-95,-94,-94,-94,-94,-94,-94,-95,-94,-95,-94,-96,-94,-95,-95,-94,-95,-94,-94,-95,-95,-93,-95,-94,-93,-94,-94,-94,-95,-95,-94,-95,-95,-94,-66,-60,-92,-96,-95,-95,-94,-94,-95,-94,-94,-95,-95,-94,-94,-92,-93,-93,-95,-94,-94,-95,-96,-94,-95,-95,-94,-95,-94,-93,-96,-95,-95,-95,-95,-96,-95,-94,-96,-95,-95,-95,-95,-95,-94,-95,-93,-95,-95,-94,-95,-94,-94,-96,-95,-94,-94,-95,-94,-95,-95,-95,-93,-95,-95,-94,-95,-94,-95,-95,-94,-95,-93,-95,-95,-95,-95,-96,-92,-94,-94,-95,-94,-95,-94,-95,-95,-94,-94,-95,-95,-95,-95,-95,-95,-95,-95,-94,-95,-96,-95,-96,-95,-95,-95,-94,-94,-95,-94,-94,-95,-94,-95,-95,-94,-93,-95,-95,-95,-96,-95,-95,-95,-96,-94,-95,-94,-95,-94,-95,-93,-94,-95,-95,-95,-95,] :191 
2011-07-11 01:03:12 frame: [-114,-94,-95,-94,-95,-94,-95,-94,-93,-95,-94,-95,-95,-94,-94,-93,-94,-92,-94,-95,-93,-94,-95,-94,-93,-95,-94,-95,-95,-95,-94,-95,-96,-95,-93,-96,-95,-94,-94,-93,-94,-94,-95,-94,-94,-95,-96,-95,-95,-95,-95,-95,-95,-94,-94,-95,-95,-94,-95,-94,-96,-95,-95,-95,-95,-93,-95,-95,-95,-95,-94,-95,-95,-95,-94,-95,-95,-95,-95,-94,-94,-93,-94,-94,-95,-94,-95,-95,-96,-95,-95,-95,-94,-94,-94,-94,-94,-94,-94,-95,-94,-95,-94,-95,-95,-95,-94,-94,-95,-94,-95,-94,-95,-94,-93,-95,-95,-95,-95,-94,-94,-94,-95,-93,-94,-94,-94,-95,-95,-95,-95,-95,-94,-94,-94,-93,-94,-95,-93,-96,-94,-94,-94,-95,-95,-95,-95,-95,-95,-95,-95,-95,-94,-95,-95,-95,-95,-95,-95,-95,-95,-95,-93,-94,-95,-95,-95,-94,-93,-93,-95,-95,-96,-94,-95,-95,-95,-94,-95,-94,-95,-95,-94,-95,-94,-94,-94,-95,-95,-93,-94,] :191 
